orderId,productid,customerid,orderdate,returnstatusid,late,sales,orderquantity,unitprice,profit,shippingcost
24097,1036,98,2010-08-04,0,Late,15.31,2,4.98,-8.15,4.86
33732,429,240,2009-08-28,0,NotLate,332.95,33,9.65,-28.16,6.22
26851,293,240,2011-07-24,0,Late,73.64,44,1.7,-58.87,1.99
1600,429,430,2010-03-02,0,Late,303.59,32,9.65,-45.99,6.22
3109,278,430,2010-07-23,0,Late,1005.74,47,22.23,199.3,8.99
1600,938,430,2010-03-02,0,NotLate,191.6,36,4.98,-150.74,7.44
3109,1135,430,2010-07-23,0,Late,6477.7395,37,205.99,1653.97,8.99
20480,1188,430,2009-01-29,1,Late,1042.63,4,240.98,-219.93,60.2
12736,429,472,2010-03-08,0,Late,25.52,2,9.65,21.77,6.22
355,685,472,2009-06-13,0,Late,1239.6315,16,85.99,-172.55,0.99
18112,1192,472,2012-03-16,0,NotLate,83.31,13,6.45,22.8,1.34
41857,429,1332,2011-05-06,0,Late,461.05,45,9.65,-38.39,6.22
34849,834,1332,2010-10-12,0,Late,11.76,3,4.13,-2.83,0.5
32806,386,1332,2011-06-21,0,NotLate,175.99,48,3.69,77.3,0.5
28453,706,1332,2012-12-28,0,NotLate,560.03,26,21.66,-139.87,13.99
5217,1124,1332,2011-10-12,0,Late,33.67,11,3.08,4.08,0.99
32806,1067,1332,2011-06-21,0,Late,221.23,33,6.68,-45.29,5.2
5217,568,1332,2011-10-12,0,NotLate,339.35,8,40.98,27.88,5.33
43239,1070,1332,2011-03-16,0,Late,270.25,14,18.94,100.9,1.49
34849,408,1332,2010-10-12,0,NotLate,100.13,22,4.73,19.77,1.52
34849,418,1332,2010-10-12,0,NotLate,1192.93,3,419.19,-434.81,19.99
26437,429,1528,2011-11-28,0,NotLate,52.43,4,9.65,-12.98,6.22
26437,430,1528,2011-11-28,0,Late,254.51,48,5.58,49.05,0.7
5607,1035,27,2011-12-31,0,Late,61.8715,8,7.99,-50.33,5.03
13280,1035,115,2009-09-11,0,NotLate,318.7585,49,7.99,-160.95,5.03
13280,238,115,2009-09-11,0,NotLate,460.68,40,10.9,-116.76,7.46
13702,1116,115,2011-09-10,0,Late,209.0,6,35.44,12.32,7.5
19010,264,115,2009-06-07,1,Late,23792.93,18,1270.99,10951.31,19.99
57600,228,115,2012-11-11,1,Late,1882.12,32,59.78,584.15,10.29
29795,472,115,2011-11-25,0,NotLate,19325.2,49,387.99,8793.54,19.99
29795,383,115,2011-11-25,0,NotLate,8380.22,48,160.98,813.83,35.02
22469,1035,48,2010-10-11,0,Late,275.91,44,7.99,-162.37,5.03
24038,1013,48,2011-06-20,0,Late,103.07,38,2.78,-0.95,1.34
50754,1035,88,2009-12-09,0,NotLate,64.0305,9,7.99,-58.34,5.03
18113,797,88,2012-08-28,0,Late,3316.08,27,130.98,-514.32,30.0
21889,307,88,2010-04-01,0,Late,1049.79,21,51.75,135.79,19.99
21889,211,88,2010-04-01,0,Late,817.18,16,55.29,103.38,5.08
18533,1035,473,2009-11-06,1,Late,53.737,5,7.99,-28.44,5.03
16160,1181,473,2011-07-23,0,NotLate,514.86,50,10.89,-53.18,4.5
18533,708,473,2009-11-06,1,NotLate,442.57,27,15.31,-60.73,8.78
17825,846,473,2010-01-13,0,Late,981.9,26,37.76,11.38,12.9
29473,1035,697,2012-02-15,0,Late,206.2865,31,7.99,-111.98,5.03
25092,366,697,2010-12-01,0,Late,16.02,9,1.81,-2.82,0.75
25092,482,697,2010-12-01,0,Late,141.27,6,21.38,28.14,2.99
132,1035,801,2010-06-10,0,NotLate,192.814,27,7.99,-86.2,5.03
8294,1035,1222,2012-06-20,0,NotLate,197.574,28,7.99,-90.84,5.03
50275,1209,1222,2009-12-05,0,NotLate,9704.37,5,1938.02,-1565.91,13.99
24066,1258,1222,2012-04-13,1,Late,4278.61,30,150.98,-955.56,66.27
53568,1114,1222,2010-06-28,0,NotLate,4281.13,34,122.99,-1446.08,70.2
18853,283,1222,2010-01-17,0,Late,223.88,33,6.68,55.21,1.5
46211,736,1222,2010-06-11,0,Late,1243.52,47,26.48,360.94,6.93
19586,1032,1222,2012-11-01,0,Late,70.63,36,2.08,-66.87,2.56
50275,271,1222,2009-12-05,0,NotLate,211.94,31,6.48,-56.39,5.84
22085,1201,1222,2012-03-09,0,Late,265.61,41,6.48,-147.82,7.37
20229,1215,1222,2009-10-30,0,Late,116.06,47,2.62,25.2,0.8
35687,579,1222,2011-11-18,1,NotLate,620.23,48,12.64,115.24,4.98
17058,1053,1222,2011-01-01,1,NotLate,72.67,15,4.28,-62.37,6.72
22085,240,1222,2012-03-09,0,NotLate,485.03,27,17.7,-88.02,9.47
9152,1035,1232,2010-08-20,1,NotLate,292.808,43,7.99,-129.69,5.03
9312,1247,1232,2012-05-18,0,NotLate,1160.55,43,25.98,-179.17,14.36
32966,538,1232,2012-01-26,1,Late,1035.2,4,270.97,-668.06,28.06
55650,604,1232,2011-10-21,0,Late,1258.97,41,32.98,-112.58,5.5
32966,974,1232,2012-01-26,1,Late,74.17,43,1.6,-13.4,1.29
44613,1035,1264,2010-08-30,0,NotLate,120.751,17,7.99,-71.39,5.03
34723,168,1264,2012-12-09,0,Late,6095.14,4,1500.97,-3001.28,29.7
34757,1055,1264,2012-05-28,0,Late,250.6,40,6.48,-107.06,6.22
34723,721,1264,2012-12-09,0,Late,3776.28,46,80.97,579.79,30.06
44613,697,1264,2010-08-30,0,NotLate,1911.69,34,55.98,939.43,5.15
34723,576,1264,2012-12-09,0,Late,1487.8995,29,65.99,79.32,8.99
50818,1159,1264,2012-10-06,1,Late,5518.5315,34,205.99,1111.26,8.99
44613,677,1264,2010-08-30,0,NotLate,245.55,45,5.28,-227.25,8.16
47173,1035,1415,2009-09-01,0,Late,277.0745,41,7.99,-128.44,5.03
41186,791,1415,2010-11-22,1,Late,142.12,13,9.78,54.91,1.39
50657,657,1415,2011-12-18,0,Late,60.02,16,3.71,0.94,1.93
50657,1024,1415,2011-12-18,0,Late,7413.29,49,150.98,1148.23,16.01
50657,486,1415,2011-12-18,0,NotLate,315.45,40,7.38,-305.88,11.51
23329,1035,1504,2010-12-26,0,Late,31.1185,4,7.99,-46.9,5.03
23329,421,1504,2010-12-26,0,Late,4829.4535,47,125.99,1235.15,8.99
57412,1035,1722,2009-07-13,0,NotLate,223.499,34,7.99,-122.13,5.03
56420,772,1722,2011-07-24,0,Late,5138.335,48,125.99,1422.2,8.08
46336,931,1722,2011-07-29,0,Late,143.85,31,4.84,34.14,0.71
56420,771,1722,2011-07-24,0,Late,132.23,26,5.08,22.25,2.03
5350,899,1722,2010-10-09,0,Late,434.73,39,11.33,-12.2,6.12
56420,770,1722,2011-07-24,0,Late,597.44,16,38.06,108.3,4.5
56420,1097,1722,2011-07-24,0,Late,2403.137,22,125.99,377.62,8.99
5894,214,28,2009-08-12,0,NotLate,384.33,7,58.1,87.68,1.49
5894,0,28,2009-08-12,0,Late,239.03,3,80.48,-68.22,4.5
53728,214,467,2011-10-22,0,NotLate,1502.66,27,58.1,637.6,1.49
53382,216,467,2009-12-27,0,NotLate,4760.02,15,300.98,658.88,64.73
52325,297,467,2012-07-14,0,NotLate,5126.3,23,223.98,2019.19,15.01
32580,874,467,2011-09-15,0,NotLate,166.8,23,7.4,44.59,1.71
32580,588,467,2011-09-15,0,Late,261.38,38,6.48,-172.35,8.74
53382,1061,467,2009-12-27,0,NotLate,88.17,13,3.25,-572.49,49.0
22118,214,1220,2009-01-18,0,NotLate,2842.54,50,58.1,1315.75,1.49
15712,661,1220,2012-12-04,1,Late,102.9,1,48.58,-81.89,54.11
50464,1083,1220,2011-09-27,0,Late,105.94,7,14.45,-13.33,7.17
44224,394,1220,2010-08-09,0,NotLate,198.7,32,6.48,-62.13,2.74
16775,125,1220,2012-11-22,0,Late,2469.15,49,48.94,1244.81,5.86
52070,260,1220,2009-12-01,0,Late,67.97,29,2.28,-109.94,5.2
12642,214,1347,2009-04-27,0,Late,564.85,10,58.1,181.02,1.49
55621,1246,1347,2011-03-15,0,Late,193.15,47,4.28,27.76,0.94
55621,455,1347,2011-03-15,0,Late,6356.68,50,128.24,1812.86,12.65
58595,405,1347,2010-08-29,0,NotLate,812.21,41,20.28,-128.02,14.39
12642,215,1347,2009-04-27,0,Late,572.33,14,39.98,-62.28,7.12
59205,669,1347,2011-10-31,0,Late,54.59,11,4.13,-47.18,6.89
39908,893,1347,2009-05-10,0,Late,753.75,23,34.99,31.17,7.73
59205,1216,1347,2011-10-31,0,Late,597.04,35,16.74,-157.42,7.04
5925,1133,29,2011-11-12,0,Late,3922.42,44,92.23,-354.9,39.61
5925,685,29,2011-11-12,0,Late,1733.3625,25,85.99,-267.01,0.99
12322,1133,979,2011-05-11,0,Late,3436.9,36,92.23,-398.11,39.61
11239,1089,979,2012-02-09,0,Late,6170.02,33,179.29,-433.29,29.21
45698,387,979,2012-04-23,1,Late,6559.01,40,172.99,2307.57,19.99
45698,128,979,2012-04-23,1,Late,263.37,36,7.28,-5.68,4.23
53891,1133,1144,2009-01-22,0,NotLate,4039.72,44,92.23,-237.6,39.61
6785,1126,1144,2012-05-06,0,Late,181.32,7,25.38,80.32,8.99
21702,1114,1144,2010-12-17,0,NotLate,5232.83,40,122.99,-1461.65,70.2
36103,753,1144,2012-04-29,0,Late,1335.316,45,35.99,701.66,0.99
36103,775,1144,2012-04-29,0,Late,55.82,10,4.82,-28.85,5.72
53891,107,1144,2009-01-22,0,NotLate,4584.73,27,179.99,812.38,19.99
53891,845,1144,2009-01-22,0,NotLate,2570.944,25,115.99,553.36,5.92
16134,461,1144,2012-11-19,1,Late,21921.28,43,500.98,10521.33,28.14
37157,953,1144,2010-02-20,0,Late,213.0,39,5.28,-71.09,5.06
21703,1133,1400,2009-03-02,0,Late,1846.76,20,92.23,3.14,39.61
21703,349,1400,2009-03-02,0,NotLate,2211.734,15,175.99,80.76,4.99
21703,933,1400,2009-03-02,0,Late,12.01,3,3.69,-1.08,0.5
29218,1133,1822,2012-05-29,0,NotLate,1823.02,19,92.23,80.8,39.61
22817,1112,1822,2012-11-21,0,Late,6785.86,27,262.11,-740.07,62.74
49602,1258,1822,2012-03-08,0,NotLate,4878.64,31,150.98,-519.94,66.27
32228,1163,1822,2010-11-04,0,Late,209.63,35,5.84,43.53,1.2
9632,1065,1822,2012-01-16,0,Late,3633.03,33,120.98,1440.27,9.07
57827,1239,1822,2009-07-02,0,Late,2453.3,24,100.98,-111.4,35.84
29218,1134,1822,2012-05-29,0,NotLate,74.02,26,2.88,8.13,0.7
29218,1135,1822,2012-05-29,0,Late,2252.976,13,205.99,-54.36,8.99
57827,1240,1822,2009-07-02,0,NotLate,147.02,29,4.98,-77.03,5.49
35686,1164,1822,2010-10-02,0,Late,313.52,48,6.48,-254.68,9.17
58278,685,177,2012-09-10,0,Late,281.5455,4,85.99,-434.56,0.99
54437,789,177,2010-12-19,0,NotLate,653.871,15,55.99,-311.05,5.0
57507,690,177,2009-06-26,0,Late,155.45,10,15.01,-19.68,8.4
58278,432,177,2012-09-10,0,Late,3512.9,37,99.23,2093.7,8.99
30659,685,209,2011-09-13,0,Late,3116.7715,45,85.99,-106.51,0.99
13158,1160,209,2012-11-20,1,Late,187.16,26,6.75,29.33,2.99
23011,746,209,2010-06-15,0,Late,12.2,1,10.01,-33.93,1.99
9892,67,209,2012-07-16,0,NotLate,1406.64,50,27.18,424.36,8.23
22534,1109,209,2011-07-18,0,Late,279.33,3,83.93,-44.18,19.99
39301,724,209,2009-03-22,0,NotLate,2232.66,16,152.48,-521.09,4.0
14406,685,317,2010-03-08,1,Late,2329.646,35,85.99,-310.24,0.99
14406,718,317,2010-03-08,1,Late,455.34,20,20.98,-932.55,53.03
14406,1098,317,2010-03-08,1,Late,5610.84,37,150.98,2366.51,13.99
21379,96,317,2011-01-14,0,Late,5428.49,35,150.89,-1046.78,60.2
38528,685,434,2011-12-20,0,NotLate,2544.985,36,85.99,-113.06,0.99
26853,42,434,2012-06-12,0,Late,64.44,21,2.66,-89.02,6.35
3942,685,573,2010-06-27,0,NotLate,1559.7755,22,85.99,-247.18,0.99
43200,685,861,2010-07-31,0,NotLate,1073.567,15,85.99,-305.97,0.99
43200,387,861,2010-07-31,0,NotLate,554.32,3,172.99,-62.13,19.99
39426,1215,861,2009-05-26,0,NotLate,56.21,21,2.62,12.71,0.8
6016,233,31,2012-01-20,0,NotLate,208.28,19,11.48,3.63,5.43
6884,294,31,2009-01-15,0,Late,217.0,41,4.98,-61.21,4.75
6884,943,31,2009-01-15,0,Late,296.13,47,6.35,119.09,1.02
56640,233,1671,2011-08-25,0,NotLate,29.31,2,11.48,-12.78,5.43
6368,601,1671,2009-02-22,0,NotLate,19100.45,40,442.14,6839.95,14.7
37445,905,1671,2012-02-18,0,NotLate,2180.23,37,60.22,660.25,3.5
56640,998,1671,2011-08-25,0,NotLate,80.26,11,6.68,-22.55,5.66
57638,233,625,2012-04-22,1,Late,570.43,49,11.48,78.89,5.43
36196,512,625,2011-08-06,0,NotLate,62.03,6,9.77,17.31,6.02
57638,1032,625,2012-04-22,1,Late,100.08,49,2.08,-85.58,2.56
48994,410,625,2010-10-22,0,Late,1086.39,6,167.27,-311.23,35.0
6116,30,36,2009-03-20,0,Late,9620.82,6,1637.53,-1759.58,24.49
7430,519,36,2010-06-08,0,NotLate,751.77,50,15.67,353.2,1.39
6182,840,35,2012-07-21,0,Late,255.48,40,6.48,-116.79,6.65
6182,881,35,2012-07-21,0,Late,130.32,18,6.48,-67.28,7.86
7110,831,35,2011-08-07,0,Late,6396.2,22,276.2,1902.24,24.49
33031,840,900,2012-08-24,0,NotLate,120.96,18,6.48,-53.69,6.65
33031,155,900,2012-08-24,0,Late,550.68,24,23.99,-134.63,15.68
12773,881,135,2011-01-11,0,Late,130.67,19,6.48,-77.18,7.86
17090,1023,135,2010-04-28,0,Late,4177.52,30,140.98,-443.78,36.09
17090,1114,135,2010-04-28,0,Late,3351.08,26,122.99,-1086.43,70.2
12773,490,135,2011-01-11,0,Late,67.41,15,4.14,-49.6,6.6
12773,1186,135,2011-01-11,0,Late,17.0,6,2.78,-4.61,1.49
12773,1202,135,2011-01-11,0,Late,77.62,21,3.28,-50.88,3.97
25376,832,135,2011-03-26,0,NotLate,76.61,12,6.28,-31.83,5.29
48772,881,358,2009-05-12,0,NotLate,81.25,11,6.48,-44.54,7.86
48772,454,358,2009-05-12,0,Late,3202.25,44,78.69,991.26,19.99
48772,25,358,2009-05-12,0,NotLate,57.17,18,3.28,-24.03,2.31
48772,470,358,2009-05-12,0,NotLate,41.97,12,3.28,-37.03,4.2
48772,224,358,2009-05-12,0,NotLate,35.64,10,3.58,-0.71,1.63
4037,881,397,2010-03-23,1,NotLate,188.07,27,6.48,-101.85,7.86
14503,573,397,2011-02-05,0,NotLate,438.47,14,30.56,157.89,2.99
24386,1213,397,2012-06-26,0,NotLate,76.94,15,4.13,29.67,0.99
24386,715,397,2012-06-26,0,Late,4256.51,41,100.97,1653.96,7.18
24386,631,397,2012-06-26,0,Late,503.08,12,40.98,-102.74,6.5
8551,881,389,2009-07-29,0,Late,225.98,34,6.48,-135.74,7.86
902,73,389,2009-07-26,1,Late,1925.83,10,207.48,359.83,0.99
15142,46,389,2012-04-04,0,Late,330.22,21,15.28,-51.72,10.91
7878,779,389,2011-05-01,0,Late,256.64,42,5.81,-28.29,3.37
8551,434,389,2009-07-29,0,Late,185.64,25,7.45,-69.87,6.28
7878,1183,389,2011-05-01,0,Late,3904.12,50,81.94,-1508.46,55.81
7878,12,389,2011-05-01,0,Late,343.64,41,8.57,13.29,3.44
45670,881,795,2012-08-07,0,Late,20.16,2,6.48,-13.32,7.86
44452,881,1302,2011-12-09,0,Late,330.27,50,6.48,-195.57,7.86
10567,493,1302,2012-03-29,0,NotLate,1111.008,10,146.34,-146.29,43.75
35842,1250,1302,2012-05-24,0,Late,53.79,18,2.88,11.55,0.99
31140,1124,1302,2011-02-01,0,NotLate,13.42,4,3.08,-1.26,0.99
27616,1200,1302,2012-07-30,0,Late,614.14,3,199.99,-735.27,24.49
53350,1194,1302,2009-06-14,0,NotLate,7046.61,24,315.98,2595.18,19.99
48609,881,1409,2010-02-24,0,NotLate,176.34,26,6.48,-103.32,7.86
10630,720,1409,2010-02-04,0,Late,2773.84,44,58.14,-513.76,36.61
30625,298,1409,2010-02-08,0,NotLate,478.94,37,12.53,10.56,7.17
30625,1026,1409,2010-02-08,0,Late,2429.09,24,105.29,-20.67,10.12
48609,361,1409,2010-02-24,0,NotLate,186.5,5,37.44,4.16,4.27
58247,881,1685,2011-09-23,0,Late,92.07,14,6.48,-64.5,7.86
58247,655,1685,2011-09-23,0,NotLate,1058.82,8,131.12,211.73,0.99
48803,909,1685,2012-11-09,0,NotLate,200.41,19,10.23,-23.65,4.68
33634,881,1748,2010-08-31,0,Late,271.34,40,6.48,-151.92,7.86
36934,1089,1748,2009-12-22,1,NotLate,6668.856,45,179.29,871.97,29.21
28262,1003,1748,2010-12-31,0,NotLate,299.11,26,11.34,40.03,5.01
6757,842,1748,2012-02-01,1,Late,869.78,27,34.76,43.36,8.22
36934,1098,1748,2009-12-22,1,Late,1120.86,7,150.98,17.4,13.99
36934,886,1748,2009-12-22,1,Late,11.51,2,5.43,-5.16,0.95
32192,878,1748,2012-02-18,0,NotLate,159.256,4,45.99,-171.17,2.5
6757,843,1748,2012-02-01,1,NotLate,2503.008,11,286.85,-298.62,61.76
25861,863,1748,2012-08-07,0,NotLate,23775.56,44,535.64,7080.99,14.7
6535,60,30,2012-06-12,0,Late,312.36,11,28.15,-19.33,8.99
51462,60,276,2011-06-22,0,Late,417.88,15,28.15,-13.95,8.99
15009,60,877,2011-12-21,1,Late,1200.13,46,28.15,-7.8,8.99
49824,966,877,2011-03-22,0,NotLate,1900.226,33,65.99,440.2,5.31
54592,116,877,2011-06-12,0,Late,154.43,34,4.18,-133.77,6.92
54592,491,877,2011-06-12,0,Late,1971.56,28,70.98,-15.29,26.85
41350,418,877,2010-05-08,0,NotLate,423.3,1,419.19,-259.01,19.99
48706,696,877,2012-10-30,0,Late,31.2,28,1.14,-2.81,0.7
28289,294,56,2010-01-14,0,NotLate,166.76,31,4.98,-46.03,4.75
24871,360,56,2011-03-23,0,NotLate,143.78,6,22.72,75.3,8.99
33703,109,56,2010-02-06,0,NotLate,802.19,25,29.74,56.26,6.64
33703,9,56,2010-02-06,0,NotLate,242.36,4,60.98,-131.48,1.99
33703,623,56,2010-02-06,0,Late,63.52,4,12.21,-8.47,4.81
11782,294,196,2012-07-28,0,Late,247.21,46,4.98,-63.72,4.75
32418,848,196,2009-01-05,0,NotLate,1244.19,5,243.98,-131.31,43.32
48388,443,196,2009-08-09,0,Late,21.64,3,5.74,-13.33,5.01
11782,78,196,2012-07-28,0,Late,1541.781,27,66.99,14.35,13.99
53572,406,196,2010-05-07,0,NotLate,184.09,17,11.09,4.79,5.25
1826,294,444,2012-04-15,0,NotLate,28.32,5,4.98,-14.35,4.75
14662,294,644,2011-11-16,0,NotLate,257.75,48,4.98,-66.26,4.75
3654,157,644,2012-06-02,0,Late,7338.79,39,204.1,4031.62,13.99
3654,222,644,2012-06-02,0,NotLate,12569.31,47,279.81,3160.63,23.19
14662,1076,644,2011-11-16,0,NotLate,5139.882,48,125.99,1275.67,8.99
27335,42,644,2010-11-06,0,NotLate,67.47,23,2.66,-100.6,6.35
18055,294,1404,2010-02-04,0,Late,19.98,3,4.98,-9.61,4.75
1504,746,1404,2012-08-27,0,NotLate,293.18,31,10.01,64.22,1.99
41094,776,1404,2009-01-06,0,Late,159.05,6,20.34,-153.46,35.0
41094,1156,1404,2009-01-06,0,Late,298.97,46,6.48,-225.86,8.73
20261,943,527,2009-05-20,0,Late,220.48,36,6.35,81.91,1.02
20261,1261,527,2009-05-20,0,NotLate,1259.4535,21,65.99,168.24,8.99
54914,794,527,2011-08-28,1,NotLate,197.93,32,5.98,-57.64,5.46
54914,687,527,2011-08-28,1,Late,90.58,7,12.44,-27.83,6.27
835,942,527,2011-10-07,0,NotLate,125.16,18,6.48,-23.48,5.14
20261,684,527,2009-05-20,0,NotLate,751.52,25,31.74,67.11,12.62
646,1224,527,2009-11-21,0,NotLate,173.2,18,9.31,-10.9,3.98
33477,800,527,2012-10-19,1,Late,269.28,28,10.35,113.63,0.99
29249,943,1184,2011-06-13,0,Late,302.69,47,6.35,125.65,1.02
29249,831,1184,2011-06-13,0,Late,3156.6,12,276.2,454.26,24.49
34400,993,1184,2012-12-24,0,Late,92.53,25,3.57,-71.52,4.17
31842,1206,1184,2010-07-16,0,NotLate,157.26,9,17.48,-18.84,1.99
34400,314,1184,2012-12-24,0,Late,988.6435,17,65.99,89.89,4.2
12099,943,1436,2009-09-11,0,Late,308.81,48,6.35,128.28,1.02
52002,1157,1436,2009-06-04,0,NotLate,2489.85,11,218.75,-566.5,69.64
14439,322,1436,2012-08-30,0,NotLate,1428.64,27,54.96,494.26,10.75
23943,331,1436,2011-06-23,0,Late,376.53,24,15.94,3.44,5.45
12099,1093,1436,2009-09-11,0,NotLate,17.59,1,2.61,10.85,0.5
50978,908,1436,2012-03-31,0,Late,816.09,4,210.55,-150.29,9.99
39111,707,1436,2011-07-25,0,Late,182.4,1,178.47,-114.22,19.99
39111,969,1436,2011-07-25,0,Late,6004.35,20,300.97,1767.56,7.18
6916,238,32,2010-06-04,0,Late,436.17,40,10.9,-141.27,7.46
35040,238,1314,2012-04-18,0,Late,486.63,44,10.9,-146.37,7.46
49638,347,1314,2010-08-07,0,NotLate,196.07,17,10.97,-77.66,6.5
52672,350,1314,2011-01-08,0,Late,1499.5275,29,65.99,188.98,5.26
4359,238,1358,2010-03-02,0,Late,215.76,21,10.9,-97.75,7.46
25440,641,1358,2009-02-06,0,NotLate,6589.304,30,259.71,912.48,66.67
37350,740,1358,2012-05-20,0,NotLate,163.14,7,22.99,-37.5,8.99
28545,1042,1358,2011-08-23,0,NotLate,5296.19,15,363.25,1164.05,19.99
15715,1021,1358,2012-10-15,0,Late,2123.64,43,47.9,1013.77,5.86
18946,277,1358,2010-05-04,0,NotLate,202.89,32,6.48,-201.91,10.05
33350,248,1358,2009-07-21,0,NotLate,1786.04,1,1889.99,-924.99,19.99
48704,1097,1358,2012-01-09,0,NotLate,1247.8595,11,125.99,-55.8,8.99
25767,990,51,2012-03-03,0,NotLate,261.88,7,39.48,-59.2,1.99
18308,1234,51,2009-10-09,0,Late,114.12,30,3.8,15.73,1.49
18308,836,51,2009-10-09,0,NotLate,436.05,15,30.73,-92.58,4.0
18308,772,51,2009-10-09,0,NotLate,5247.4835,49,125.99,1465.87,8.08
25767,883,51,2012-03-03,0,NotLate,593.73,15,38.76,108.01,13.26
26240,990,152,2009-12-19,1,Late,1483.44,38,39.48,439.77,1.99
46119,1234,152,2009-02-15,0,Late,93.05,23,3.8,15.27,1.49
30499,1163,152,2012-10-30,0,Late,199.62,33,5.84,42.34,1.2
26240,13,152,2009-12-19,1,NotLate,145.68,39,3.7,12.0,1.61
30499,773,152,2012-10-30,0,Late,92.06,16,5.98,5.66,2.5
34978,1249,152,2011-02-04,0,Late,165.51,49,3.52,-269.91,6.83
35558,407,152,2009-09-15,0,Late,34.88,2,13.79,-22.12,8.78
44037,1260,152,2012-06-28,0,Late,835.55,39,22.23,326.43,5.08
44037,457,152,2012-06-28,0,Late,1799.6115,38,55.99,557.6,1.25
46119,864,152,2009-02-15,0,Late,154.13,20,7.98,57.31,1.25
46119,1150,152,2009-02-15,0,NotLate,18824.42,46,417.4,-575.35,75.23
2465,990,185,2011-06-23,0,Late,1082.45,28,39.48,271.87,1.99
2883,748,185,2011-01-22,0,Late,2154.34,34,64.98,177.66,6.88
15329,971,185,2012-04-27,0,NotLate,1014.87,34,29.89,319.52,1.99
22980,687,185,2012-10-01,0,NotLate,224.09,17,12.44,-27.92,6.27
7136,990,187,2009-03-22,0,Late,642.9,17,39.48,88.72,1.99
7136,889,187,2009-03-22,0,Late,47.28,9,4.91,17.05,0.5
25475,904,187,2009-04-04,0,NotLate,305.96,49,6.48,-191.49,7.49
19813,878,187,2010-03-02,0,NotLate,1098.506,29,45.99,218.73,2.5
13986,990,228,2011-10-11,1,Late,1905.79,46,39.48,675.65,1.99
5698,519,228,2009-05-20,0,NotLate,108.26,7,15.67,25.51,1.39
24450,681,228,2012-07-09,0,Late,443.35,37,11.97,-21.73,4.98
16161,509,228,2012-07-28,0,Late,151.19,38,3.78,60.63,0.71
5698,252,228,2009-05-20,0,NotLate,297.05,15,20.48,-16.89,6.32
16161,822,228,2012-07-28,0,NotLate,2692.6895,49,65.99,768.32,4.2
24450,318,228,2012-07-09,0,Late,392.61,41,9.48,-100.15,7.29
24450,1041,228,2012-07-09,0,Late,30.85,4,5.98,-12.88,5.79
16326,990,439,2010-05-10,0,Late,1538.33,39,39.48,471.35,1.99
37121,210,439,2011-03-15,0,NotLate,9499.3,44,216.6,618.36,64.2
12452,472,439,2010-12-07,0,NotLate,356.95,1,387.99,-228.24,19.99
15808,1238,439,2010-12-14,0,NotLate,906.64,42,22.38,-148.93,15.1
30016,557,439,2009-01-03,0,Late,85.56,15,5.28,-41.58,5.66
13345,955,439,2012-09-02,0,NotLate,483.64,45,10.98,28.39,3.37
30016,551,439,2009-01-03,0,Late,754.6555,8,110.99,-212.55,2.5
41543,859,439,2009-02-06,0,Late,1318.8685,24,65.99,172.33,3.99
15808,13,439,2010-12-14,0,NotLate,126.88,33,3.7,12.63,1.61
15808,782,439,2010-12-14,0,Late,882.96,45,19.98,11.65,4.0
13345,651,439,2012-09-02,0,NotLate,116.82,24,4.77,-42.05,2.39
41543,1131,439,2009-02-06,0,Late,7548.65,45,160.98,1385.35,30.0
15808,1006,439,2010-12-14,0,NotLate,58.14,3,20.99,-96.25,4.81
40961,309,439,2011-03-30,0,NotLate,23.84,7,3.15,5.88,0.5
56101,695,439,2010-07-19,1,Late,5347.13,44,122.99,1886.41,19.99
56101,728,439,2010-07-19,1,Late,21.45,1,14.42,-7.22,6.75
12452,191,439,2010-12-07,0,Late,112.86,17,6.6,-56.78,4.07
12452,697,439,2010-12-07,0,Late,2063.42,38,55.98,989.95,5.15
16326,657,439,2010-05-10,0,NotLate,147.46,39,3.71,14.13,1.93
21091,356,439,2009-12-12,0,Late,270.73,32,8.88,-54.57,6.28
28420,1235,439,2009-09-24,0,NotLate,45.64,2,15.57,-0.11,1.39
6918,990,521,2011-07-01,0,Late,1559.5,38,39.48,515.83,1.99
13479,929,521,2009-12-04,0,NotLate,2206.991,13,205.99,-1.63,5.26
13479,704,521,2009-12-04,0,Late,292.96,3,99.99,-322.95,19.99
19782,366,521,2012-10-18,0,Late,33.21,18,1.81,-0.85,0.75
23008,1065,521,2009-10-09,0,Late,1136.47,10,120.98,323.32,9.07
23426,539,521,2011-02-16,0,Late,1009.8,45,22.98,352.64,1.99
38052,1039,521,2012-02-15,0,NotLate,542.6,13,40.98,118.4,1.99
23008,724,521,2009-10-09,0,Late,325.81,2,152.48,-522.78,6.5
53637,483,521,2011-03-17,0,NotLate,451.09,12,39.98,61.27,9.83
23426,598,521,2011-02-16,0,NotLate,29.71,12,2.52,-23.17,1.92
46468,990,1010,2011-01-11,0,Late,1618.31,41,39.48,504.71,1.99
17797,585,1010,2012-07-10,0,Late,1077.28,10,100.98,-486.12,57.38
21796,519,1010,2012-05-06,0,Late,607.13,41,15.67,274.66,1.39
38564,834,1010,2009-11-02,0,Late,98.51,21,4.13,45.93,0.5
12516,111,1010,2009-05-24,0,Late,2360.43,31,80.97,66.22,33.6
21796,704,1010,2012-05-06,0,Late,4744.64,46,99.99,1033.38,19.99
57856,1104,1010,2009-02-12,0,NotLate,127.45,17,7.1,-42.17,6.05
