productid,customerid,orderdate,sales,customer_name,product_name
20,22,29-8-2009,525.0,Bottom-Dollar Markets,Scottish Longbreads
20,25,29-4-2009,187.5,Wolski  Zajazd,Scottish Longbreads
20,28,7-5-2008,600.0,Vaffeljernet,Scottish Longbreads
20,32,11-6-2009,250.0,Seven Seas Imports,Scottish Longbreads
20,37,23-5-2008,360.0,Simons bistro,Scottish Longbreads
20,39,6-12-2008,187.5,Mère Paillarde,Scottish Longbreads
20,39,30-5-2008,300.0,Mère Paillarde,Scottish Longbreads
20,41,19-2-2008,100.0,Furia Bacalhau e Frutos do Mar,Scottish Longbreads
20,43,5-9-2009,687.5,Save-a-lot Markets,Scottish Longbreads
20,43,16-7-2009,1000.0,Save-a-lot Markets,Scottish Longbreads
20,43,5-3-2009,562.5,Save-a-lot Markets,Scottish Longbreads
20,43,14-2-2009,500.0,Save-a-lot Markets,Scottish Longbreads
20,50,14-1-2009,125.0,Lonesome Pine Restaurant,Scottish Longbreads
20,50,23-1-2008,30.0,Lonesome Pine Restaurant,Scottish Longbreads
20,52,23-6-2009,225.0,Godos Cocina Típica,Scottish Longbreads
20,52,17-1-2008,150.0,Godos Cocina Típica,Scottish Longbreads
20,55,20-5-2009,300.0,Tradição Hipermercados,Scottish Longbreads
20,58,29-12-2007,30.0,Reggiani Caseifici,Scottish Longbreads
20,59,11-12-2008,225.0,Ricardo Adocicados,Scottish Longbreads
20,61,14-8-2009,25.0,Romero y tomillo,Scottish Longbreads
20,62,7-3-2008,40.0,Lehmanns Marktstand,Scottish Longbreads
20,65,27-5-2009,250.0,Tortuga Restaurante,Scottish Longbreads
20,66,15-1-2008,200.0,Magazzini Alimentari Riuniti,Scottish Longbreads
20,67,23-9-2008,437.5,QUICK-Stop,Scottish Longbreads
20,68,3-4-2009,75.0,Split Rail Beer & Ale,Scottish Longbreads
20,68,23-4-2008,80.0,Split Rail Beer & Ale,Scottish Longbreads
20,74,5-7-2008,210.0,Folk och fä HB,Scottish Longbreads
20,76,11-4-2009,500.0,Ottilies Käseladen,Scottish Longbreads
20,80,5-8-2008,300.0,HILARIÓN-Abastos,Scottish Longbreads
20,85,1-7-2009,250.0,Hanari Carnes,Scottish Longbreads
20,86,26-2-2008,100.0,Victuailles en stock,Scottish Longbreads
21,6,3-3-2009,298.0,Let's Stop N Shop,Tourtière
21,12,14-8-2008,149.0,Blauer See Delikatessen,Tourtière
21,20,15-5-2008,35.4,Folies gourmandes,Tourtière
21,24,20-11-2008,29.8,Hungry Coyote Import Store,Tourtière
21,24,12-4-2008,59.0,Hungry Coyote Import Store,Tourtière
21,25,29-4-2009,22.35,Wolski  Zajazd,Tourtière
21,26,31-7-2008,141.6,Queen Cozinha,Tourtière
21,28,11-11-2008,372.5,Vaffeljernet,Tourtière
21,28,4-4-2008,106.2,Vaffeljernet,Tourtière
21,32,2-5-2009,52.15,Seven Seas Imports,Tourtière
21,36,3-1-2009,223.5,Familia Arquibaldo,Tourtière
21,40,1-4-2008,141.6,Bon app',Tourtière
21,40,21-2-2008,88.5,Bon app',Tourtière
21,41,19-3-2008,118.0,Furia Bacalhau e Frutos do Mar,Tourtière
21,43,18-6-2009,238.4,Save-a-lot Markets,Tourtière
21,43,28-1-2009,223.5,Save-a-lot Markets,Tourtière
21,44,24-9-2008,178.8,Königlich Essen,Tourtière
21,58,29-12-2007,59.0,Reggiani Caseifici,Tourtière
21,60,5-9-2009,149.0,LILA-Supermercado,Tourtière
21,61,22-1-2008,29.5,Romero y tomillo,Tourtière
21,62,16-9-2008,74.5,Lehmanns Marktstand,Tourtière
21,63,7-1-2009,44.7,Berglunds snabbköp,Tourtière
21,63,5-9-2008,111.75,Berglunds snabbköp,Tourtière
21,63,20-6-2008,88.5,Berglunds snabbköp,Tourtière
21,65,4-7-2009,74.5,Tortuga Restaurante,Tourtière
21,68,7-6-2008,236.0,Split Rail Beer & Ale,Tourtière
21,68,15-3-2008,141.6,Split Rail Beer & Ale,Tourtière
21,69,10-2-2009,447.0,White Clover Markets,Tourtière
21,71,5-6-2009,260.75,Frankenversand,Tourtière
21,71,28-2-2009,111.75,Frankenversand,Tourtière
21,72,23-4-2009,22.35,Wartian Herkku,Tourtière
21,73,29-3-2008,165.2,Blondel père et fils,Tourtière
21,77,30-4-2009,44.7,Que Delícia,Tourtière
21,79,18-6-2008,472.0,Ernst Handel,Tourtière
21,84,25-8-2009,74.5,Suprêmes délices,Tourtière
21,86,26-6-2008,35.4,Victuailles en stock,Tourtière
22,10,15-7-2009,280.0,Cactus Comidas para llevar,Sasquatch Ale
22,28,5-2-2009,196.0,Vaffeljernet,Sasquatch Ale
22,28,4-4-2008,403.2,Vaffeljernet,Sasquatch Ale
22,29,24-10-2008,560.0,Antonio Moreno Taquería,Sasquatch Ale
22,35,27-3-2008,112.0,La maison d'Asie,Sasquatch Ale
22,36,24-4-2008,112.0,Familia Arquibaldo,Sasquatch Ale
22,43,3-4-2009,420.0,Save-a-lot Markets,Sasquatch Ale
22,43,14-2-2009,168.0,Save-a-lot Markets,Sasquatch Ale
22,46,1-2-2008,156.8,Island Trading,Sasquatch Ale
22,47,6-5-2009,140.0,The Big Cheese,Sasquatch Ale
22,48,23-6-2009,140.0,Du monde entier,Sasquatch Ale
22,54,4-9-2009,420.0,Hungry Owl All-Night Grocers,Sasquatch Ale
22,59,28-12-2007,224.0,Ricardo Adocicados,Sasquatch Ale
22,69,5-9-2009,490.0,White Clover Markets,Sasquatch Ale
22,69,29-7-2008,392.0,White Clover Markets,Sasquatch Ale
22,79,13-8-2009,1260.0,Ernst Handel,Sasquatch Ale
22,79,6-8-2009,840.0,Ernst Handel,Sasquatch Ale
22,87,30-9-2008,140.0,Toms Spezialitäten,Sasquatch Ale
22,87,13-6-2008,224.0,Toms Spezialitäten,Sasquatch Ale
23,3,30-12-2008,24.0,Alfreds Futterkiste,Spegesild
23,15,18-8-2009,36.0,Rancho grande,Spegesild
23,33,24-3-2009,336.0,Around the Horn,Spegesild
23,35,28-6-2008,96.0,La maison d'Asie,Spegesild
23,36,26-8-2008,108.0,Familia Arquibaldo,Spegesild
23,37,23-5-2008,19.2,Simons bistro,Spegesild
23,40,16-6-2009,252.0,Bon app',Spegesild
23,43,26-2-2009,288.0,Save-a-lot Markets,Spegesild
23,43,9-1-2009,540.0,Save-a-lot Markets,Spegesild
23,43,13-2-2008,288.0,Save-a-lot Markets,Spegesild
23,56,28-7-2009,108.0,Comércio Mineiro,Spegesild
23,56,11-7-2008,48.0,Comércio Mineiro,Spegesild
23,57,16-7-2009,180.0,B's Beverages,Spegesild
23,58,4-6-2008,192.0,Reggiani Caseifici,Spegesild
23,59,12-5-2009,420.0,Ricardo Adocicados,Spegesild
23,59,28-12-2007,144.0,Ricardo Adocicados,Spegesild
23,60,8-8-2009,240.0,LILA-Supermercado,Spegesild
23,69,12-2-2009,216.0,White Clover Markets,Spegesild
23,71,21-1-2009,720.0,Frankenversand,Spegesild
23,73,12-6-2008,48.0,Blondel père et fils,Spegesild
23,74,11-8-2009,300.0,Folk och fä HB,Spegesild
23,75,10-9-2009,36.0,Rattlesnake Canyon Grocery,Spegesild
23,79,29-4-2008,432.0,Ernst Handel,Spegesild
23,80,2-5-2008,268.8,HILARIÓN-Abastos,Spegesild
23,81,30-12-2008,252.0,Wellington Importadora,Spegesild
23,82,10-9-2009,360.0,Richter Supermarkt,Spegesild
23,86,4-7-2008,192.0,Victuailles en stock,Spegesild
24,4,11-8-2009,72.0,The Cracker Box,Chai
24,5,12-8-2009,36.0,Wilman Kala,Chai
24,9,12-8-2009,144.0,Great Lakes Food Market,Chai
24,11,31-3-2009,144.0,North/South,Chai
24,21,26-5-2009,72.0,LINO-Delicateses,Chai
24,21,11-3-2009,900.0,LINO-Delicateses,Chai
24,22,7-7-2009,1080.0,Bottom-Dollar Markets,Chai
24,25,29-11-2008,108.0,Wolski  Zajazd,Chai
24,26,14-5-2008,144.0,Queen Cozinha,Chai
24,31,29-8-2009,450.0,Eastern Connection,Chai
24,32,11-6-2009,720.0,Seven Seas Imports,Chai
24,35,21-5-2008,345.6,La maison d'Asie,Chai
24,38,22-7-2008,216.0,Princesa Isabel Vinhos,Chai
24,39,11-11-2008,360.0,Mère Paillarde,Chai
24,43,22-8-2009,810.0,Save-a-lot Markets,Chai
24,43,29-5-2009,1440.0,Save-a-lot Markets,Chai
24,43,14-2-2009,90.0,Save-a-lot Markets,Chai
24,45,21-3-2008,172.8,Pericles Comidas clásicas,Chai
24,48,28-11-2008,54.0,Du monde entier,Chai
24,50,5-2-2008,288.0,Lonesome Pine Restaurant,Chai
24,52,3-7-2009,180.0,Godos Cocina Típica,Chai
24,53,14-3-2008,216.0,Die Wandernde Kuh,Chai
24,54,1-1-2009,270.0,Hungry Owl All-Night Grocers,Chai
24,62,9-9-2009,720.0,Lehmanns Marktstand,Chai
24,62,4-9-2008,720.0,Lehmanns Marktstand,Chai
24,63,5-2-2009,630.0,Berglunds snabbköp,Chai
24,65,28-10-2008,180.0,Tortuga Restaurante,Chai
24,67,7-2-2009,540.0,QUICK-Stop,Chai
24,67,26-12-2007,648.0,QUICK-Stop,Chai
24,72,20-8-2009,180.0,Wartian Herkku,Chai
24,72,9-9-2008,144.0,Wartian Herkku,Chai
24,73,17-12-2008,450.0,Blondel père et fils,Chai
24,75,5-1-2008,259.2,Rattlesnake Canyon Grocery,Chai
24,80,9-6-2009,360.0,HILARIÓN-Abastos,Chai
24,81,14-7-2009,378.0,Wellington Importadora,Chai
24,81,1-7-2009,360.0,Wellington Importadora,Chai
24,83,9-4-2008,216.0,Chop-suey Chinese,Chai
24,84,25-8-2009,180.0,Suprêmes délices,Chai
25,4,18-4-2009,42.0,The Cracker Box,Laughing Lumberjack Lager
25,10,2-9-2009,280.0,Cactus Comidas para llevar,Laughing Lumberjack Lager
25,33,9-6-2009,210.0,Around the Horn,Laughing Lumberjack Lager
25,35,8-7-2009,336.0,La maison d'Asie,Laughing Lumberjack Lager
25,45,15-8-2008,420.0,Pericles Comidas clásicas,Laughing Lumberjack Lager
25,50,25-9-2008,98.0,Lonesome Pine Restaurant,Laughing Lumberjack Lager
25,52,3-7-2009,210.0,Godos Cocina Típica,Laughing Lumberjack Lager
25,62,25-12-2007,56.0,Lehmanns Marktstand,Laughing Lumberjack Lager
25,66,15-7-2009,560.0,Magazzini Alimentari Riuniti,Laughing Lumberjack Lager
25,71,21-1-2009,350.0,Frankenversand,Laughing Lumberjack Lager
26,6,30-10-2008,155.0,Let's Stop N Shop,Genen Shouyu
26,35,14-8-2008,186.0,La maison d'Asie,Genen Shouyu
26,43,9-1-2009,775.0,Save-a-lot Markets,Genen Shouyu
26,44,12-2-2008,62.0,Königlich Essen,Genen Shouyu
26,60,22-12-2007,248.0,LILA-Supermercado,Genen Shouyu
26,62,12-11-2008,387.5,Lehmanns Marktstand,Genen Shouyu
27,0,29-7-2009,77.5,La corne d'abondance,Rhönbräu Klosterbier
27,1,2-7-2009,108.5,Spécialités du monde,Rhönbräu Klosterbier
27,6,30-10-2008,162.75,Let's Stop N Shop,Rhönbräu Klosterbier
27,7,28-10-2008,155.0,Trail's Head Gourmet Provisioners,Rhönbräu Klosterbier
27,10,14-5-2009,155.0,Cactus Comidas para llevar,Rhönbräu Klosterbier
27,17,23-7-2009,155.0,Gourmet Lanchonetes,Rhönbräu Klosterbier
27,20,20-12-2008,15.5,Folies gourmandes,Rhönbräu Klosterbier
27,22,30-7-2009,77.5,Bottom-Dollar Markets,Rhönbräu Klosterbier
27,25,8-8-2009,232.5,Wolski  Zajazd,Rhönbräu Klosterbier
27,26,25-4-2009,325.5,Queen Cozinha,Rhönbräu Klosterbier
27,29,30-1-2009,232.5,Antonio Moreno Taquería,Rhönbräu Klosterbier
27,30,2-4-2008,74.4,Drachenblut Delikatessen,Rhönbräu Klosterbier
27,35,19-12-2008,62.0,La maison d'Asie,Rhönbräu Klosterbier
27,36,31-10-2008,387.5,Familia Arquibaldo,Rhönbräu Klosterbier
27,36,13-3-2008,37.2,Familia Arquibaldo,Rhönbräu Klosterbier
27,40,11-7-2009,155.0,Bon app',Rhönbräu Klosterbier
27,42,15-2-2008,310.0,Bólido Comidas preparadas,Rhönbräu Klosterbier
27,43,25-6-2009,930.0,Save-a-lot Markets,Rhönbräu Klosterbier
27,43,5-3-2009,325.5,Save-a-lot Markets,Rhönbräu Klosterbier
27,43,23-8-2008,279.0,Save-a-lot Markets,Rhönbräu Klosterbier
27,45,18-7-2008,62.0,Pericles Comidas clásicas,Rhönbräu Klosterbier
27,53,29-1-2008,62.0,Die Wandernde Kuh,Rhönbräu Klosterbier
27,54,18-3-2009,155.0,Hungry Owl All-Night Grocers,Rhönbräu Klosterbier
27,62,8-10-2008,155.0,Lehmanns Marktstand,Rhönbräu Klosterbier
27,63,9-7-2009,46.5,Berglunds snabbköp,Rhönbräu Klosterbier
27,63,23-10-2008,116.25,Berglunds snabbköp,Rhönbräu Klosterbier
27,63,20-12-2007,186.0,Berglunds snabbköp,Rhönbräu Klosterbier
27,65,4-1-2008,37.2,Tortuga Restaurante,Rhönbräu Klosterbier
27,67,28-4-2009,310.0,QUICK-Stop,Rhönbräu Klosterbier
27,69,15-11-2008,232.5,White Clover Markets,Rhönbräu Klosterbier
27,70,24-4-2009,77.5,GROSELLA-Restaurante,Rhönbräu Klosterbier
27,71,10-7-2009,379.75,Frankenversand,Rhönbräu Klosterbier
27,71,21-1-2009,193.75,Frankenversand,Rhönbräu Klosterbier
27,73,12-6-2008,148.8,Blondel père et fils,Rhönbräu Klosterbier
27,74,1-8-2009,310.0,Folk och fä HB,Rhönbräu Klosterbier
27,74,22-7-2009,93.0,Folk och fä HB,Rhönbräu Klosterbier
27,74,5-7-2008,24.8,Folk och fä HB,Rhönbräu Klosterbier
27,75,10-9-2009,31.0,Rattlesnake Canyon Grocery,Rhönbräu Klosterbier
27,75,8-4-2009,139.5,Rattlesnake Canyon Grocery,Rhönbräu Klosterbier
27,75,5-1-2008,37.2,Rattlesnake Canyon Grocery,Rhönbräu Klosterbier
27,79,17-4-2009,54.25,Ernst Handel,Rhönbräu Klosterbier
27,79,27-8-2008,387.5,Ernst Handel,Rhönbräu Klosterbier
27,80,3-12-2008,310.0,HILARIÓN-Abastos,Rhönbräu Klosterbier
27,80,3-10-2008,232.5,HILARIÓN-Abastos,Rhönbräu Klosterbier
27,80,5-8-2008,223.2,HILARIÓN-Abastos,Rhönbräu Klosterbier
27,82,21-7-2009,387.5,Richter Supermarkt,Rhönbräu Klosterbier
28,5,3-7-2009,110.4,Wilman Kala,Teatime Chocolate Biscuits
28,9,30-1-2009,276.0,Great Lakes Food Market,Teatime Chocolate Biscuits
28,18,24-2-2009,46.0,Franchi SpA,Teatime Chocolate Biscuits
28,21,9-5-2009,138.0,LINO-Delicateses,Teatime Chocolate Biscuits
28,21,12-2-2009,64.4,LINO-Delicateses,Teatime Chocolate Biscuits
28,23,21-5-2009,18.4,Santé Gourmet,Teatime Chocolate Biscuits
28,26,31-7-2008,36.5,Queen Cozinha,Teatime Chocolate Biscuits
28,36,21-5-2008,131.4,Familia Arquibaldo,Teatime Chocolate Biscuits
28,40,10-9-2009,92.0,Bon app',Teatime Chocolate Biscuits
28,43,29-5-2009,110.4,Save-a-lot Markets,Teatime Chocolate Biscuits
28,43,25-2-2009,110.4,Save-a-lot Markets,Teatime Chocolate Biscuits
28,43,7-10-2008,322.0,Save-a-lot Markets,Teatime Chocolate Biscuits
28,46,10-12-2008,46.0,Island Trading,Teatime Chocolate Biscuits
28,49,9-7-2009,64.4,Ana Trujillo Emparedados y helados,Teatime Chocolate Biscuits
28,52,2-10-2008,92.0,Godos Cocina Típica,Teatime Chocolate Biscuits
28,53,6-1-2009,110.4,Die Wandernde Kuh,Teatime Chocolate Biscuits
28,59,21-6-2008,292.0,Ricardo Adocicados,Teatime Chocolate Biscuits
28,59,12-1-2008,109.5,Ricardo Adocicados,Teatime Chocolate Biscuits
28,60,22-12-2007,131.4,LILA-Supermercado,Teatime Chocolate Biscuits
28,61,20-12-2007,7.3,Romero y tomillo,Teatime Chocolate Biscuits
28,63,13-6-2009,230.0,Berglunds snabbköp,Teatime Chocolate Biscuits
28,65,27-1-2009,64.4,Tortuga Restaurante,Teatime Chocolate Biscuits
28,67,28-4-2009,460.0,QUICK-Stop,Teatime Chocolate Biscuits
28,67,11-3-2008,584.0,QUICK-Stop,Teatime Chocolate Biscuits
28,68,20-2-2008,73.0,Split Rail Beer & Ale,Teatime Chocolate Biscuits
28,69,5-9-2009,386.4,White Clover Markets,Teatime Chocolate Biscuits
28,71,14-8-2009,460.0,Frankenversand,Teatime Chocolate Biscuits
28,71,12-12-2008,138.0,Frankenversand,Teatime Chocolate Biscuits
28,72,23-5-2008,146.0,Wartian Herkku,Teatime Chocolate Biscuits
28,77,1-1-2009,276.0,Que Delícia,Teatime Chocolate Biscuits
28,77,28-5-2008,29.2,Que Delícia,Teatime Chocolate Biscuits
28,81,6-5-2009,220.8,Wellington Importadora,Teatime Chocolate Biscuits
28,84,9-7-2008,153.3,Suprêmes délices,Teatime Chocolate Biscuits
28,85,19-8-2009,322.0,Hanari Carnes,Teatime Chocolate Biscuits
28,87,28-7-2009,110.4,Toms Spezialitäten,Teatime Chocolate Biscuits
28,87,21-6-2008,87.6,Toms Spezialitäten,Teatime Chocolate Biscuits
28,87,13-6-2008,109.5,Toms Spezialitäten,Teatime Chocolate Biscuits
29,4,12-12-2008,194.5,The Cracker Box,Gula Malacca
29,8,31-7-2009,116.7,Maison Dewey,Gula Malacca
29,9,9-1-2009,544.6,Great Lakes Food Market,Gula Malacca
29,22,17-7-2009,350.1,Bottom-Dollar Markets,Gula Malacca
29,22,17-5-2008,620.0,Bottom-Dollar Markets,Gula Malacca
29,35,21-5-2009,311.2,La maison d'Asie,Gula Malacca
29,41,2-10-2008,778.0,Furia Bacalhau e Frutos do Mar,Gula Malacca
29,41,5-8-2008,232.5,Furia Bacalhau e Frutos do Mar,Gula Malacca
29,43,27-6-2008,1550.0,Save-a-lot Markets,Gula Malacca
29,51,25-8-2009,233.4,Old World Delicatessen,Gula Malacca
29,56,27-8-2009,291.75,Comércio Mineiro,Gula Malacca
29,62,25-12-2007,325.5,Lehmanns Marktstand,Gula Malacca
29,63,18-12-2007,248.0,Berglunds snabbköp,Gula Malacca
29,65,27-1-2009,408.45,Tortuga Restaurante,Gula Malacca
29,65,28-10-2008,408.45,Tortuga Restaurante,Gula Malacca
29,65,30-8-2008,175.05,Tortuga Restaurante,Gula Malacca
29,67,25-3-2009,311.2,QUICK-Stop,Gula Malacca
29,67,5-3-2009,972.5,QUICK-Stop,Gula Malacca
29,67,7-2-2009,466.8,QUICK-Stop,Gula Malacca
29,69,15-7-2008,31.0,White Clover Markets,Gula Malacca
29,74,11-10-2008,194.5,Folk och fä HB,Gula Malacca
29,77,2-1-2008,372.0,Que Delícia,Gula Malacca
29,79,18-3-2008,1193.5,Ernst Handel,Gula Malacca
29,80,1-5-2009,194.5,HILARIÓN-Abastos,Gula Malacca
30,3,7-2-2009,878.0,Alfreds Futterkiste,Vegie-spread
30,20,28-4-2009,1317.0,Folies gourmandes,Vegie-spread
30,28,8-7-2009,1756.0,Vaffeljernet,Vegie-spread
30,34,26-3-2009,395.1,Piccolo und mehr,Vegie-spread
30,43,13-2-2008,2808.0,Save-a-lot Markets,Vegie-spread
30,54,5-6-2008,1228.5,Hungry Owl All-Night Grocers,Vegie-spread
30,63,18-12-2007,280.8,Berglunds snabbköp,Vegie-spread
30,64,25-10-2008,263.4,Morgenstern Gesundkost,Vegie-spread
30,65,4-1-2008,175.5,Tortuga Restaurante,Vegie-spread
30,68,30-7-2009,439.0,Split Rail Beer & Ale,Vegie-spread
30,69,15-11-2008,1053.6,White Clover Markets,Vegie-spread
30,74,31-7-2009,878.0,Folk och fä HB,Vegie-spread
30,77,17-4-2008,561.6,Que Delícia,Vegie-spread
30,79,31-7-2009,1536.5,Ernst Handel,Vegie-spread
30,79,9-5-2008,2281.5,Ernst Handel,Vegie-spread
30,83,27-8-2009,1317.0,Chop-suey Chinese,Vegie-spread
30,83,21-8-2009,526.8,Chop-suey Chinese,Vegie-spread
31,10,18-6-2009,150.0,Cactus Comidas para llevar,Röd Kaviar
31,24,20-11-2008,450.0,Hungry Coyote Import Store,Röd Kaviar
31,33,9-10-2008,45.0,Around the Horn,Röd Kaviar
31,43,16-12-2008,525.0,Save-a-lot Markets,Röd Kaviar
31,63,18-12-2007,300.0,Berglunds snabbköp,Röd Kaviar
31,69,10-2-2009,225.0,White Clover Markets,Röd Kaviar
31,71,21-1-2009,750.0,Frankenversand,Röd Kaviar
31,71,1-8-2008,240.0,Frankenversand,Röd Kaviar
31,74,18-2-2009,525.0,Folk och fä HB,Röd Kaviar
31,74,16-9-2008,360.0,Folk och fä HB,Röd Kaviar
31,75,10-9-2009,30.0,Rattlesnake Canyon Grocery,Röd Kaviar
31,81,28-5-2008,240.0,Wellington Importadora,Röd Kaviar
31,82,31-3-2009,225.0,Richter Supermarkt,Röd Kaviar
31,82,18-9-2008,135.0,Richter Supermarkt,Röd Kaviar
32,3,21-7-2009,91.2,Alfreds Futterkiste,Rössle Sauerkraut
32,3,30-12-2008,684.0,Alfreds Futterkiste,Rössle Sauerkraut
32,4,12-12-2008,456.0,The Cracker Box,Rössle Sauerkraut
32,5,13-6-2009,136.8,Wilman Kala,Rössle Sauerkraut
32,8,2-1-2009,912.0,Maison Dewey,Rössle Sauerkraut
32,10,15-7-2009,364.8,Cactus Comidas para llevar,Rössle Sauerkraut
32,12,22-8-2008,136.8,Blauer See Delikatessen,Rössle Sauerkraut
32,21,26-8-2009,912.0,LINO-Delicateses,Rössle Sauerkraut
32,23,24-4-2008,218.4,Santé Gourmet,Rössle Sauerkraut
32,26,8-9-2009,364.8,Queen Cozinha,Rössle Sauerkraut
32,26,14-5-2008,1528.8,Queen Cozinha,Rössle Sauerkraut
32,28,5-2-2009,2736.0,Vaffeljernet,Rössle Sauerkraut
32,32,6-5-2009,1094.4,Seven Seas Imports,Rössle Sauerkraut
32,32,15-4-2008,728.0,Seven Seas Imports,Rössle Sauerkraut
32,35,14-8-2008,364.8,La maison d'Asie,Rössle Sauerkraut
32,43,27-6-2008,546.0,Save-a-lot Markets,Rössle Sauerkraut
32,45,18-7-2008,655.2,Pericles Comidas clásicas,Rössle Sauerkraut
32,50,25-9-2008,319.2,Lonesome Pine Restaurant,Rössle Sauerkraut
32,53,29-1-2008,145.6,Die Wandernde Kuh,Rössle Sauerkraut
32,58,19-6-2008,436.8,Reggiani Caseifici,Rössle Sauerkraut
32,60,13-8-2008,912.0,LILA-Supermercado,Rössle Sauerkraut
32,63,9-7-2009,1368.0,Berglunds snabbköp,Rössle Sauerkraut
32,63,14-3-2009,912.0,Berglunds snabbköp,Rössle Sauerkraut
32,64,15-12-2007,728.0,Morgenstern Gesundkost,Rössle Sauerkraut
32,65,7-2-2008,509.6,Tortuga Restaurante,Rössle Sauerkraut
32,69,20-3-2009,228.0,White Clover Markets,Rössle Sauerkraut
32,73,29-3-2008,1092.0,Blondel père et fils,Rössle Sauerkraut
32,79,13-8-2009,3192.0,Ernst Handel,Rössle Sauerkraut
32,79,27-8-2008,1596.0,Ernst Handel,Rössle Sauerkraut
32,79,5-4-2008,473.2,Ernst Handel,Rössle Sauerkraut
32,80,30-7-2009,912.0,HILARIÓN-Abastos,Rössle Sauerkraut
32,84,3-7-2008,1092.0,Suprêmes délices,Rössle Sauerkraut
32,84,16-1-2008,1019.2,Suprêmes délices,Rössle Sauerkraut
33,13,8-5-2009,42.0,Laughing Bacchus Wine Cellars,Konbu
33,16,8-7-2008,4.8,Consolidated Holdings,Konbu
33,19,27-6-2009,30.0,Océano Atlántico Ltda,Konbu
33,24,1-5-2008,48.0,Hungry Coyote Import Store,Konbu
33,30,25-8-2009,42.0,Drachenblut Delikatessen,Konbu
33,30,29-4-2008,86.4,Drachenblut Delikatessen,Konbu
33,33,22-4-2008,96.0,Around the Horn,Konbu
33,35,21-5-2009,18.0,La maison d'Asie,Konbu
33,40,16-7-2009,120.0,Bon app',Konbu
33,43,22-8-2009,480.0,Save-a-lot Markets,Konbu
33,43,11-8-2009,336.0,Save-a-lot Markets,Konbu
33,43,1-8-2009,504.0,Save-a-lot Markets,Konbu
33,43,25-6-2009,168.0,Save-a-lot Markets,Konbu
33,44,2-5-2009,120.0,Königlich Essen,Konbu
33,44,14-2-2008,57.6,Königlich Essen,Konbu
33,46,20-5-2009,60.0,Island Trading,Konbu
33,49,9-7-2009,60.0,Ana Trujillo Emparedados y helados,Konbu
33,57,16-7-2009,90.0,B's Beverages,Konbu
33,57,20-9-2008,48.0,B's Beverages,Konbu
33,59,3-9-2009,180.0,Ricardo Adocicados,Konbu
33,60,9-9-2009,60.0,LILA-Supermercado,Konbu
33,63,23-5-2009,36.0,Berglunds snabbköp,Konbu
33,64,17-7-2009,120.0,Morgenstern Gesundkost,Konbu
33,65,14-12-2007,48.0,Tortuga Restaurante,Konbu
33,67,24-7-2009,462.0,QUICK-Stop,Konbu
33,67,15-7-2009,120.0,QUICK-Stop,Konbu
33,72,20-8-2009,120.0,Wartian Herkku,Konbu
33,72,9-9-2008,60.0,Wartian Herkku,Konbu
33,75,10-9-2009,24.0,Rattlesnake Canyon Grocery,Konbu
33,76,21-8-2008,60.0,Ottilies Käseladen,Konbu
33,77,2-1-2008,96.0,Que Delícia,Konbu
33,79,3-6-2009,390.0,Ernst Handel,Konbu
33,79,20-12-2008,78.0,Ernst Handel,Konbu
33,80,3-12-2008,48.0,HILARIÓN-Abastos,Konbu
33,80,20-11-2008,360.0,HILARIÓN-Abastos,Konbu
33,81,28-5-2008,9.6,Wellington Importadora,Konbu
33,82,11-7-2009,252.0,Richter Supermarkt,Konbu
33,83,26-3-2009,36.0,Chop-suey Chinese,Konbu
33,85,1-7-2009,240.0,Hanari Carnes,Konbu
33,88,18-3-2009,24.0,Vins et alcools Chevalier,Konbu
34,3,14-8-2009,430.0,Alfreds Futterkiste,Fløtemysost
34,9,5-12-2008,322.5,Great Lakes Food Market,Fløtemysost
34,23,24-4-2008,258.0,Santé Gourmet,Fløtemysost
34,26,4-7-2009,537.5,Queen Cozinha,Fløtemysost
34,28,7-5-2008,516.0,Vaffeljernet,Fløtemysost
34,31,20-8-2009,1075.0,Eastern Connection,Fløtemysost
34,31,2-4-2008,86.0,Eastern Connection,Fløtemysost
34,33,14-4-2009,258.0,Around the Horn,Fløtemysost
34,39,25-11-2008,322.5,Mère Paillarde,Fløtemysost
34,40,27-2-2009,645.0,Bon app',Fløtemysost
34,43,22-8-2009,344.0,Save-a-lot Markets,Fløtemysost
34,43,29-5-2009,1182.5,Save-a-lot Markets,Fløtemysost
34,43,14-2-2009,1290.0,Save-a-lot Markets,Fløtemysost
34,46,10-12-2008,322.5,Island Trading,Fløtemysost
34,46,18-7-2008,206.4,Island Trading,Fløtemysost
34,54,17-2-2009,430.0,Hungry Owl All-Night Grocers,Fløtemysost
34,54,1-1-2009,645.0,Hungry Owl All-Night Grocers,Fløtemysost
34,54,11-4-2008,860.0,Hungry Owl All-Night Grocers,Fløtemysost
34,54,25-1-2008,51.6,Hungry Owl All-Night Grocers,Fløtemysost
34,59,21-6-2008,34.4,Ricardo Adocicados,Fløtemysost
34,63,22-1-2009,258.0,Berglunds snabbköp,Fløtemysost
34,63,16-12-2008,430.0,Berglunds snabbköp,Fløtemysost
34,65,18-1-2008,34.4,Tortuga Restaurante,Fløtemysost
34,67,15-7-2009,752.5,QUICK-Stop,Fløtemysost
34,71,14-8-2009,1290.0,Frankenversand,Fløtemysost
34,71,3-5-2008,1032.0,Frankenversand,Fløtemysost
